567,Manabi,2025-06-04,788.15,70.97,23.20,33.71
567,Manabi,2025-06-05,2211.99,36.59,41.00,38.22
567,Manabi,2025-06-06,1434.95,9.36,35.01,22.78
567,Manabi,2025-06-07,1006.49,11.52,21.58,37.93
567,Manabi,2025-06-08,749.18,32.94,26.72,25.24
567,Manabi,2025-06-09,1123.33,54.81,23.10,12.85
567,Manabi,2025-06-10,2105.23,17.30,55.86,39.72
567,Manabi,2025-06-11,681.90,49.90,58.47,32.44
567,Manabi,2025-06-12,353.35,56.07,50.96,15.09
567,Manabi,2025-06-13,2167.33,42.26,26.06,39.96
567,Manabi,2025-06-14,403.34,28.90,52.30,37.15
567,Manabi,2025-06-15,337.90,2.74,21.13,23.25
567,Manabi,2025-06-16,1353.44,49.19,47.84,20.93
567,Manabi,2025-06-17,1695.07,76.75,54.56,16.64
567,Manabi,2025-06-18,2400.74,15.49,45.51,7.43
567,Manabi,2025-06-19,966.93,57.60,3.10,34.72
567,Manabi,2025-06-20,2130.34,43.42,23.84,30.91
567,Manabi,2025-06-21,1574.44,77.59,54.49,13.77
567,Manabi,2025-06-22,483.79,54.50,46.05,13.18
567,Manabi,2025-06-23,654.68,32.46,34.77,31.92
567,Manabi,2025-06-24,1643.17,45.58,13.82,24.77
567,Manabi,2025-06-25,915.10,61.90,37.32,15.69
567,Manabi,2025-06-26,572.20,63.83,59.96,26.22
567,Manabi,2025-06-27,451.32,47.18,42.30,26.11
567,Manabi,2025-06-28,767.27,66.61,37.56,21.33
567,Manabi,2025-06-29,1010.21,26.71,48.67,35.56
567,Manabi,2025-06-30,352.63,75.61,32.50,26.83
567,Manabi,2025-07-01,1906.63,77.65,60.00,10.79
567,Manabi,2025-07-02,741.67,21.40,52.07,9.15
